BNE|-26.11,151.63|2016-10-22T00:00:00.000+11:00|Partial Cloudy|22.9|1017.2|52
LST|-41.21,146.18|2016-09-15T00:00:00.000+10:00|Rainy|11.3|1001|93
ADL|-35.08,138.59|2016-09-18T00:00:00.000+10:00|Rainy|10.8|1017.6|65
TSV|-18.47,145.89|2016-01-31T00:00:00.000+11:00|Cloudy|30.1|1010.1|77
DRW|-12.8,131.12|2016-05-01T00:00:00.000+10:00|Rainy|29.2|1012|83
LST|-41.28,146.32|2016-08-29T00:00:00.000+10:00|Clear Sky|7.3|1001|84
RCM|-38.43,145.53|2016-02-05T00:00:00.000+11:00|Clear Sky|22.3|1018|70
NTL|-32.93,151.73|2016-07-27T00:00:00.000+10:00|Clear Sky|15.4|1001|57
DRW|-13.19,131.14|2016-08-20T00:00:00.000+10:00|Sunny|28.0|1013|68
SWZ|-34.08,150.83|2016-11-30T00:00:00.000+11:00|Clear Sky|22.9|1012.3|70
YSLT|-38.04,147.08|2016-01-21T00:00:00.000+11:00|Rainy|20.6|1009.1|91
MLB|-37.75,144.77|2016-08-14T00:00:00.000+10:00|Partial Cloudy|11.7|1027.8|72
BNE|-24.33,149.78|2016-12-29T00:00:00.000+11:00|Sunny|26.0|1012.8|60
ADL|-34.86,138.52|2016-01-23T00:00:00.000+11:00|Rainy|22.3|1016.1|61
ADL|-35.28,138.46|2016-07-10T00:00:00.000+10:00|Rainy|13.3|1008.6|64
PER|-31.83,115.87|2016-04-28T00:00:00.000+10:00|Rainy|15.9|1015.7|80
ADL|-33.82,137.82|2016-02-07T00:00:00.000+11:00|Sunny|23.6|1017.4|64
YSLT|-38.34,146.1|2016-01-01T00:00:00.000+11:00|Clear Sky|25.4|1011.5|51
BNE|-28.04,151.98|2016-07-28T00:00:00.000+10:00|Partial Cloudy|15.9|1024.2|47
MQL|-33.3,141.8|2016-07-13T00:00:00.000+10:00|Humid|8.6|1025.8|86
MQL|-33.54,141.73|2016-10-07T00:00:00.000+11:00|Partial Cloudy|23.1|1016.2|41
ADL|-35.33,138.97|2016-04-29T00:00:00.000+10:00|Rainy|20.4|1013|82
CFS|-29.48,153.36|2016-10-01T00:00:00.000+10:00|Clear Sky|15.4|1010.5|31
YXNE|-33.66,150.94|2016-08-31T00:00:00.000+10:00|Humid|17.4|1001|86
HBA|-43.16,147.3|2016-06-14T00:00:00.000+10:00|Windy|13.9|1020.4|47
HBA|-42.42,147.14|2016-11-08T00:00:00.000+11:00|Windy|13.6|1000.9|45
CBR|-36.37,148.95|2016-11-04T00:00:00.000+11:00|Windy|10.1|1001|42
ASP|-23.7,133.85|2016-01-23T00:00:00.000+11:00|Partial Cloudy|30.1|1012.5|59
RCM|-38.39,145.89|2016-05-06T00:00:00.000+10:00|Humid|16.6|1019.9|88
BXG|-36.54,145.36|2016-10-21T00:00:00.000+11:00|Clear Sky|14.5|1011.9|63
BXG|-36.83,143.5|2016-04-29T00:00:00.000+10:00|Rainy|15.6|1016.9|83
UMR|-31.2,137.19|2016-10-17T00:00:00.000+11:00|Rainy|13.5|1018.6|71
YNHL|-36.24,142.68|2016-03-27T00:00:00.000+11:00|Clear Sky|15.8|1022.5|83
CAZ|-31.45,148.46|2016-10-22T00:00:00.000+11:00|Rainy|13.3|1018.1|55
BXG|-36.66,143.76|2016-02-13T00:00:00.000+11:00|Clear Sky|24.6|1010|36
ADL|-34.26,137.76|2016-10-03T00:00:00.000+11:00|Rainy|11.4|1001.4|95
BXG|-36.71,144.33|2016-04-19T00:00:00.000+10:00|Clear Sky|18.4|1020|64
CFS|-29.42,153.19|2016-11-27T00:00:00.000+11:00|Windy|22.3|1015.6|61
WGA|-35.12,147.33|2016-03-23T00:00:00.000+11:00|Partial Cloudy|18.5|1018.3|70
OOL|-27.99,153.38|2016-04-26T00:00:00.000+10:00|Rainy|22.4|1024.8|66
MRZ|-30.89,150.82|2016-02-22T00:00:00.000+11:00|Rainy|28.3|1023.1|49
LST|-41.78,147.72|2016-01-12T00:00:00.000+11:00|Rainy|20.4|1001|63
MLB|-37.77,144.87|2016-09-21T00:00:00.000+10:00|Rainy|13.0|1010.6|95
