HBA|-43.23,147.1|2016-12-14T00:00:00.000+11:00|Windy|14.5|999.5|38
YXNE|-33.39,149.55|2016-03-22T00:00:00.000+11:00|Clear Sky|20.8|1001|61
MEL|-37.25,145.7|2016-06-26T00:00:00.000+10:00|Humid|5.8|1021.2|100
BNE|-27.52,152.29|2016-11-03T00:00:00.000+11:00|Partial Cloudy|22.7|1019.3|56
CBR|-35.31,148.06|2016-09-05T00:00:00.000+10:00|Clear Sky|7.2|1001|27
CBR|-35.08,148.41|2016-03-26T00:00:00.000+11:00|Clear Sky|12.2|1001|60
CBR|-35.26,149.15|2016-12-02T00:00:00.000+11:00|Windy|19.4|1009.4|48
TSV|-20.27,148.72|2016-09-27T00:00:00.000+10:00|Clear Sky|27.4|1015.1|71
YNHL|-35.69,141.98|2016-10-16T00:00:00.000+11:00|Clear Sky|15.2|1002.9|71
YSLT|-38.6,146.59|2016-01-02T00:00:00.000+11:00|Rainy|18.8|1017.1|96
YSLT|-38.61,146.67|2016-11-06T00:00:00.000+11:00|Windy|15.4|1008.8|69
WOL|-34.57,150.78|2016-06-26T00:00:00.000+10:00|Clear Sky|12.3|1020.5|57
CFS|-31.06,152.77|2016-07-17T00:00:00.000+10:00|Rainy|16.9|1030.1|94
BNE|-27.42,153.0|2016-12-12T00:00:00.000+11:00|Sunny|23.2|1022.4|48
BNE|-23.84,151.07|2016-02-09T00:00:00.000+11:00|Sunny|25.2|1015.8|54
ASP|-21.0,134.39|2016-11-26T00:00:00.000+11:00|Clear Sky|22.2|1015.9|19
BNE|-28.2,151.95|2016-03-31T00:00:00.000+11:00|Rainy|26.0|1016.8|69
OOL|-28.01,152.76|2016-08-01T00:00:00.000+10:00|Clear Sky|17.1|1018.5|71
ADL|-34.3,138.92|2016-03-05T00:00:00.000+11:00|Sunny|26.2|1017.5|47
HBA|-43.01,147.2|2016-02-27T00:00:00.000+11:00|Sunny|20.5|1016.1|57
ABX|-35.6,146.79|2016-08-20T00:00:00.000+10:00|Rainy|8.6|1016.1|86
WOL|-34.41,150.52|2016-03-24T00:00:00.000+11:00|Clear Sky|22.0|1020.3|51
ASP|-20.98,137.85|2016-06-01T00:00:00.000+10:00|Clear Sky|17.5|1020.9|77
CFS|-29.64,152.95|2016-09-29T00:00:00.000+10:00|Windy|19.1|1006.1|64
CNS|-17.75,144.32|2016-01-16T00:00:00.000+11:00|Sunny|28.6|1013|69
OOL|-28.58,151.8|2016-01-24T00:00:00.000+11:00|Clear Sky|26.2|1010.9|76
ADL|-33.6,138.63|2016-06-02T00:00:00.000+10:00|Partial Cloudy|11.6|1025.2|82
YPEA|-24.08,118.01|2016-04-15T00:00:00.000+10:00|Sunny|19.5|1024.9|74
NTL|-32.51,150.86|2016-01-06T00:00:00.000+11:00|Rainy|20|1001|98
CFS|-30.89,153.07|2016-07-09T00:00:00.000+10:00|Clear Sky|13.9|1021.2|65
CNS|-13.35,142.53|2016-07-04T00:00:00.000+10:00|Clear Sky|22.8|1017.8|77
WGA|-34.36,146.9|2016-03-17T00:00:00.000+11:00|Sunny|24.7|1015.4|56
PER|-32.02,115.84|2016-07-03T00:00:00.000+10:00|Partial Cloudy|11.5|1024|82
TSV|-23.28,147.56|2016-03-06T00:00:00.000+11:00|Rainy|26.6|1013.4|96
RCM|-37.86,145.02|2016-04-09T00:00:00.000+10:00|Clear Sky|19.3|1022.1|65
PER|-32.15,116.01|2016-04-05T00:00:00.000+10:00|Sunny|17.5|1024.8|50
SWZ|-33.79,150.87|2016-07-16T00:00:00.000+10:00|Humid|10.0|1033.4|100
OOL|-27.94,153.37|2016-03-08T00:00:00.000+11:00|Rainy|25.4|1019.9|100
ADL|-34.99,138.56|2016-07-18T00:00:00.000+10:00|Clear Sky|14.4|1021.5|66
MLB|-37.78,144.92|2016-04-19T00:00:00.000+10:00|Windy|20|1001|55
MLB|-37.41,144.46|2016-07-18T00:00:00.000+10:00|Windy|13.9|1018.8|74
RCM|-38.24,145.78|2016-06-07T00:00:00.000+10:00|Clear Sky|15.2|1004|62
BNE|-27.52,151.64|2016-09-26T00:00:00.000+10:00|Sunny|21.5|1013.6|46
BNE|-26.76,152.24|2016-09-25T00:00:00.000+10:00|Partial Cloudy|21.5|1009.6|70
BNE|-24.88,152.31|2016-11-29T00:00:00.000+11:00|Sunny|25.8|1013.7|37
PTJ|-38.42,142.86|2016-04-18T00:00:00.000+10:00|Humid|11.4|1019.7|95
