LST|-41.24,146.32|2016-07-01T00:00:00.000+10:00|Rainy|8.9|1001|98
BNE|-27.3,151.69|2016-09-06T00:00:00.000+10:00|Cloudy|18.2|1029.2|59
HBA|-43.36,147.33|2016-09-03T00:00:00.000+10:00|Cloudy|9.8|1005.6|81
BNE|-24.21,151.9|2016-08-03T00:00:00.000+10:00|Rainy|16.5|1009.8|67
YSLT|-38.67,146.4|2016-12-16T00:00:00.000+11:00|Clear Sky|16.4|1012.1|69
ALH|-35.02,117.88|2016-08-01T00:00:00.000+10:00|Rainy|10.4|1031|95
BNE|-24.44,148.4|2016-03-19T00:00:00.000+11:00|Rainy|27.8|1007.9|71
YXNE|-32.91,148.27|2016-10-08T00:00:00.000+11:00|Clear Sky|20.1|1001|37
PER|-34.16,115.2|2016-06-23T00:00:00.000+10:00|Rainy|12.9|1021.3|72
BNE|-26.67,153.11|2016-03-08T00:00:00.000+11:00|Rainy|25.8|1020|77
PER|-32.03,115.81|2016-08-18T00:00:00.000+10:00|Rainy|10.4|1021.7|81
WGA|-35.16,147.51|2016-05-10T00:00:00.000+10:00|Rainy|14.8|1007.4|89
MGB|-38.0,140.71|2016-02-01T00:00:00.000+11:00|Rainy|20.9|1007.3|98
YBLT|-37.37,143.94|2016-06-09T00:00:00.000+10:00|Rainy|10.1|1001.7|100
NTL|-32.54,151.96|2016-08-25T00:00:00.000+10:00|Rainy|12.9|1010.1|70
BNE|-23.31,150.39|2016-08-20T00:00:00.000+10:00|Partial Cloudy|18.9|1019.3|69
ADL|-33.69,138.57|2016-06-12T00:00:00.000+10:00|Partial Cloudy|7.6|1038.7|70
AYQ|-27.08,131.21|2016-01-13T00:00:00.000+11:00|Windy|30.6|1012.2|44
BNE|-26.0,152.67|2016-07-02T00:00:00.000+10:00|Partial Cloudy|15.1|1024.9|51
ADL|-34.76,139.31|2016-02-28T00:00:00.000+11:00|Sunny|19.2|1021.8|70
BNE|-27.88,152.68|2016-06-24T00:00:00.000+10:00|Windy|19.1|1012.8|69
BNE|-25.64,152.6|2016-06-21T00:00:00.000+10:00|Partial Cloudy|17.6|1014.1|57
ADL|-33.93,138.94|2016-09-25T00:00:00.000+10:00|Rainy|8.9|1016.3|74
WOL|-34.2,150.79|2016-08-06T00:00:00.000+10:00|Rainy|12.9|1028.8|74
BNE|-27.98,152.55|2016-12-17T00:00:00.000+11:00|Sunny|26.7|1013.1|50
BXG|-36.38,145.3|2016-06-20T00:00:00.000+10:00|Rainy|12.8|1004.5|88
BNE|-24.26,150.43|2016-08-07T00:00:00.000+10:00|Partial Cloudy|16.6|1026.2|77
YBLT|-37.21,142.88|2016-05-15T00:00:00.000+10:00|Windy|13.3|1015.8|68
BXG|-36.69,143.87|2016-11-21T00:00:00.000+11:00|Windy|27.8|1011.7|64
YPEA|-29.44,115.63|2016-03-02T00:00:00.000+11:00|Sunny|23.6|1018.9|50
YWPE|-33.34,117.03|2016-08-14T00:00:00.000+10:00|Clear Sky|15.4|1017.9|68
NTL|-32.77,151.6|2016-06-01T00:00:00.000+10:00|Rainy|20|1001|94
BNE|-27.36,153.02|2016-04-20T00:00:00.000+10:00|Partial Cloudy|23.7|1022|64
MRZ|-25.79,146.59|2016-03-10T00:00:00.000+11:00|Clear Sky|28.5|1020.8|66
PER|-34.32,115.16|2016-09-26T00:00:00.000+10:00|Windy|12.4|1017.4|74
ADL|-35.09,139.31|2016-09-12T00:00:00.000+10:00|Clear Sky|11.9|1020.4|80
YPEA|-31.65,116.21|2016-12-13T00:00:00.000+11:00|Rainy|21.4|1020.2|55
MEL|-37.92,145.47|2016-06-21T00:00:00.000+10:00|Rainy|11.3|1001.1|86
