SYD|-33.85,151.13|2016-07-17T00:00:00.000+10:00|Humid|14.0|1031.2|91
NTL|-32.88,151.4|2016-05-21T00:00:00.000+10:00|Clear Sky|16.6|1001|84
MEL|-37.84,145.85|2016-05-04T00:00:00.000+10:00|Rainy|13.1|1015.8|69
ADL|-34.74,140.51|2016-09-09T00:00:00.000+10:00|Rainy|12.0|1014.8|93
WOL|-34.56,150.8|2016-06-14T00:00:00.000+10:00|Clear Sky|16.5|1035|58
BNE|-27.52,153.22|2016-02-17T00:00:00.000+11:00|Partial Cloudy|29.3|1008.1|63
TSV|-21.16,149.1|2016-03-12T00:00:00.000+11:00|Rainy|27.2|1014.1|75
SYD|-33.77,151.25|2016-12-20T00:00:00.000+11:00|Sunny|21.9|1010.4|52
YPEA|-28.23,114.69|2016-01-15T00:00:00.000+11:00|Sunny|29.8|1019|25
RCM|-38.46,145.58|2016-12-04T00:00:00.000+11:00|Clear Sky|24.6|1016.1|66
MLB|-37.87,144.83|2016-12-06T00:00:00.000+11:00|Partial Cloudy|16.8|1014.3|72
ASP|-23.39,139.67|2016-11-21T00:00:00.000+11:00|Windy|32.5|1007.7|21
YSLT|-37.94,146.4|2016-09-01T00:00:00.000+10:00|Rainy|12.9|1018.3|89
TSV|-20.58,148.42|2016-09-16T00:00:00.000+10:00|Clear Sky|25.1|1019.8|70
ADL|-34.86,138.56|2016-04-24T00:00:00.000+10:00|Clear Sky|17.8|1029.3|52
MLB|-38.41,144.19|2016-10-31T00:00:00.000+11:00|Rainy|12.7|1012.9|54
ADL|-33.05,138.43|2016-09-07T00:00:00.000+10:00|Sunny|15.6|1024.3|56
YNHL|-36.97,141.08|2016-01-11T00:00:00.000+11:00|Windy|26.5|1010.4|54
ADL|-34.42,137.92|2016-09-20T00:00:00.000+10:00|Clear Sky|14.8|1010.8|72
CFS|-30.51,151.67|2016-09-23T00:00:00.000+10:00|Clear Sky|16.8|1010.1|50
MLB|-38.23,144.37|2016-05-27T00:00:00.000+10:00|Rainy|11.8|1007.9|78
ADL|-33.91,136.57|2016-12-08T00:00:00.000+11:00|Rainy|17.9|1008.3|66
LST|-42.0,146.97|2016-05-05T00:00:00.000+10:00|Rainy|13.9|1001|91
ADL|-35.28,138.77|2016-07-14T00:00:00.000+10:00|Humid|9.9|1034.5|88
RCM|-37.86,145.08|2016-11-08T00:00:00.000+11:00|Clear Sky|23.8|1007.4|61
BNE|-24.87,152.4|2016-09-24T00:00:00.000+10:00|Sunny|19.0|1013|52
ADL|-34.95,138.57|2016-02-19T00:00:00.000+11:00|Clear Sky|20.0|1014.7|66
RCM|-38.02,145.12|2016-10-23T00:00:00.000+11:00|Clear Sky|14.4|1019.1|46
ADL|-34.86,138.54|2016-08-29T00:00:00.000+10:00|Rainy|17.6|1016.3|37
YNHL|-36.24,142.23|2016-08-22T00:00:00.000+10:00|Humid|8.3|1013.7|99
BNE|-27.48,152.99|2016-08-22T00:00:00.000+10:00|Partial Cloudy|18.0|1018.5|72
ADL|-34.92,138.68|2016-01-30T00:00:00.000+11:00|Rainy|19.0|1006.4|67
ADL|-34.28,138.34|2016-02-15T00:00:00.000+11:00|Partial Cloudy|16.4|1016.9|76
CBR|-36.36,148.73|2016-08-18T00:00:00.000+10:00|Clear Sky|4.8|1001|73
