PER|-33.66,115.26|2016-04-13T00:00:00.000+10:00|Clear Sky|19.7|1019.5|78
BNE|-25.14,151.13|2016-11-13T00:00:00.000+11:00|Rainy|28.9|1004.3|69
PER|-33.78,115.37|2016-05-04T00:00:00.000+10:00|Clear Sky|16.0|1016.7|71
YBLT|-37.38,143.67|2016-08-02T00:00:00.000+10:00|Rainy|6.6|1021.2|91
YBLT|-37.07,143.68|2016-07-20T00:00:00.000+10:00|Rainy|10.1|1023.2|100
YXNE|-33.62,150.71|2016-09-12T00:00:00.000+10:00|Clear Sky|15.9|1001|77
TSV|-19.3,146.76|2016-09-11T00:00:00.000+10:00|Clear Sky|25.0|1017.1|57
BNE|-26.76,151.63|2016-01-23T00:00:00.000+11:00|Cloudy|26.7|1008.9|56
YPEA|-29.05,115.03|2016-08-15T00:00:00.000+10:00|Clear Sky|13.8|1013.2|85
PTJ|-38.39,142.59|2016-03-18T00:00:00.000+11:00|Rainy|15.0|1001.8|65
TSV|-19.42,146.95|2016-05-19T00:00:00.000+10:00|Clear Sky|24.5|1015.5|69
ABX|-36.22,146.06|2016-11-22T00:00:00.000+11:00|Clear Sky|24.1|1013.5|51
OOL|-28.84,153.44|2016-04-04T00:00:00.000+10:00|Windy|26.0|1020.1|62
MLB|-37.87,144.78|2016-03-28T00:00:00.000+11:00|Cloudy|20|1001|55
YKHG|-13.85,136.42|2016-03-11T00:00:00.000+11:00|Rainy|29.7|1012.2|88
BNE|-27.4,153.44|2016-09-20T00:00:00.000+10:00|Partial Cloudy|19.0|1018.7|41
OOL|-28.62,152.07|2016-03-04T00:00:00.000+11:00|Clear Sky|27.0|1021.3|72
YBLT|-37.18,143.4|2016-10-15T00:00:00.000+11:00|Windy|13.8|1016.8|82
NTL|-32.68,151.5|2016-12-27T00:00:00.000+11:00|Clear Sky|26.1|1013.8|66
UMR|-30.45,137.16|2016-07-21T00:00:00.000+10:00|Clear Sky|19.0|1016|79
CBR|-36.74,149.26|2016-11-01T00:00:00.000+11:00|Windy|2.5|1001|71
ABX|-37.01,147.45|2016-08-01T00:00:00.000+10:00|Rainy|10.7|1017|100
NTL|-32.78,152.08|2016-09-06T00:00:00.000+10:00|Clear Sky|14.4|1030.3|77
ADL|-34.39,139.39|2016-04-15T00:00:00.000+10:00|Partial Cloudy|17.8|1022.7|44
YBLT|-38.75,143.67|2016-03-01T00:00:00.000+11:00|Clear Sky|19.6|1017.4|64
BXG|-35.94,143.86|2016-04-07T00:00:00.000+10:00|Rainy|11.6|1025.2|71
BXG|-35.89,143.88|2016-01-10T00:00:00.000+11:00|Windy|26.1|1016.3|44
BNE|-25.61,152.33|2016-04-17T00:00:00.000+10:00|Partial Cloudy|22.9|1019.4|69
BNE|-27.4,152.96|2016-12-09T00:00:00.000+11:00|Rainy|26.2|1009.3|67
BXG|-35.79,145.29|2016-07-19T00:00:00.000+10:00|Rainy|12.8|1022.4|99
MLB|-37.78,144.8|2016-03-12T00:00:00.000+11:00|Humid|20.0|1020.1|88
WGA|-34.86,145.67|2016-02-26T00:00:00.000+11:00|Sunny|24.3|1015.5|42
YXNE|-33.73,149.38|2016-11-08T00:00:00.000+11:00|Clear Sky|23.0|1001|59
MEL|-37.59,145.22|2016-08-05T00:00:00.000+10:00|Humid|8.1|1032.5|100
YXNE|-32.55,148.74|2016-10-07T00:00:00.000+11:00|Clear Sky|20.7|1001|64
CFS|-29.43,153.2|2016-12-21T00:00:00.000+11:00|Rainy|23.3|1010.4|64
ADL|-34.87,138.7|2016-05-25T00:00:00.000+10:00|Rainy|12.9|1013|85
ASP|-22.98,134.93|2016-06-30T00:00:00.000+10:00|Clear Sky|15.5|1023|33
PER|-32.17,115.86|2016-05-28T00:00:00.000+10:00|Rainy|16.3|1014.9|54
SWZ|-33.93,150.81|2016-05-23T00:00:00.000+10:00|Clear Sky|17.3|1013.7|75
PER|-33.28,115.71|2016-10-23T00:00:00.000+11:00|Clear Sky|14.1|1011.6|55
MLB|-38.05,144.45|2016-03-19T00:00:00.000+11:00|Cloudy|20|1001|55
YPEA|-31.78,115.99|2016-10-09T00:00:00.000+11:00|Rainy|14.3|1022.1|91
YXNE|-32.75,149.48|2016-01-31T00:00:00.000+11:00|Rainy|23.7|1001|98
BXG|-36.85,144.42|2016-06-13T00:00:00.000+10:00|Humid|5.2|1038.1|94
